,county,administered_date,total_doses,cumulative_total_doses,pfizer_doses,cumulative_pfizer_doses,moderna_doses,cumulative_moderna_doses,jj_doses,cumulative_jj_doses,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,est_population,california_flag
4646,Napa,10/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4647,Napa,10/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4648,Napa,10/11/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4649,Napa,10/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4650,Napa,10/13/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4651,Napa,10/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4652,Napa,10/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4653,Napa,10/16/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4654,Napa,10/17/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4655,Napa,10/18/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4656,Napa,10/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4657,Napa,10/20/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4658,Napa,10/21/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4659,Napa,10/22/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4660,Napa,10/23/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4661,Napa,10/24/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4662,Napa,10/25/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4663,Napa,10/26/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4664,Napa,10/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4665,Napa,10/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4666,Napa,10/29/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4667,Napa,10/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4668,Napa,10/31/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4669,Napa,11/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4670,Napa,11/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4671,Napa,11/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4672,Napa,11/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4673,Napa,11/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4674,Napa,11/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4675,Napa,11/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4676,Napa,11/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4677,Napa,11/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4678,Napa,11/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4679,Napa,11/11/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4680,Napa,11/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4681,Napa,11/13/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4682,Napa,11/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4683,Napa,11/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4684,Napa,11/16/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4685,Napa,11/17/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4686,Napa,11/18/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4687,Napa,11/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137637.00,
4688,Napa,11/21/2020,0,1,0,0,0,0,0,1,0,0,0,1,0,1,137637.00,
4689,Napa,11/22/2020,0,1,0,0,0,0,0,1,0,0,0,1,0,1,137637.00,
4690,Napa,11/23/2020,0,1,0,0,0,0,0,1,0,0,0,1,0,1,137637.00,
4691,Napa,11/24/2020,0,1,0,0,0,0,0,1,0,0,0,1,0,1,137637.00,
4692,Napa,11/25/2020,0,1,0,0,0,0,0,1,0,0,0,1,0,1,137637.00,
4693,Napa,11/26/2020,0,1,0,0,0,0,0,1,0,0,0,1,0,1,137637.00,
4694,Napa,11/27/2020,0,1,0,0,0,0,0,1,0,0,0,1,0,1,137637.00,
4695,Napa,11/28/2020,0,1,0,0,0,0,0,1,0,0,0,1,0,1,137637.00,
4696,Napa,11/29/2020,0,1,0,0,0,0,0,1,0,0,0,1,0,1,137637.00,
4697,Napa,11/30/2020,0,1,0,0,0,0,0,1,0,0,0,1,0,1,137637.00,
4698,Napa,12/2/2020,0,2,0,1,0,0,0,1,0,1,0,1,0,2,137637.00,
4699,Napa,12/3/2020,0,2,0,1,0,0,0,1,0,1,0,1,0,2,137637.00,
4700,Napa,12/4/2020,0,2,0,1,0,0,0,1,0,1,0,1,0,2,137637.00,
4701,Napa,12/5/2020,0,2,0,1,0,0,0,1,0,1,0,1,0,2,137637.00,
4702,Napa,12/6/2020,0,2,0,1,0,0,0,1,0,1,0,1,0,2,137637.00,
4703,Napa,12/7/2020,0,2,0,1,0,0,0,1,0,1,0,1,0,2,137637.00,
4704,Napa,12/8/2020,0,2,0,1,0,0,0,1,0,1,0,1,0,2,137637.00,
4705,Napa,12/9/2020,0,2,0,1,0,0,0,1,0,1,0,1,0,2,137637.00,
4706,Napa,12/10/2020,0,2,0,1,0,0,0,1,0,1,0,1,0,2,137637.00,
4707,Napa,12/11/2020,0,2,0,1,0,0,0,1,0,1,0,1,0,2,137637.00,
4708,Napa,12/13/2020,0,3,0,2,0,0,0,1,0,2,0,1,0,3,137637.00,
4709,Napa,12/14/2020,0,3,0,2,0,0,0,1,0,2,0,1,0,3,137637.00,
4710,Napa,12/15/2020,0,3,0,2,0,0,0,1,0,2,0,1,0,3,137637.00,
4711,Napa,12/25/2020,0,1860,0,1672,0,187,0,1,0,1855,0,4,0,1859,137637.00,
4712,Nevada,7/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4713,Nevada,7/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4714,Nevada,7/29/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4715,Nevada,7/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4716,Nevada,7/31/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4717,Nevada,8/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4718,Nevada,8/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4719,Nevada,8/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4720,Nevada,8/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4721,Nevada,8/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4722,Nevada,8/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4723,Nevada,8/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4724,Nevada,8/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4725,Nevada,8/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4726,Nevada,8/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4727,Nevada,8/11/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4728,Nevada,8/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4729,Nevada,8/13/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4730,Nevada,8/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4731,Nevada,8/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4732,Nevada,8/16/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4733,Nevada,8/17/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4734,Nevada,8/18/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4735,Nevada,8/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4736,Nevada,8/20/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4737,Nevada,8/21/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4738,Nevada,8/22/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4739,Nevada,8/23/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4740,Nevada,8/24/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4741,Nevada,8/25/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4742,Nevada,8/26/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4743,Nevada,8/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4744,Nevada,8/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4745,Nevada,8/29/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4746,Nevada,8/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4747,Nevada,8/31/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4748,Nevada,9/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4749,Nevada,9/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4750,Nevada,9/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4751,Nevada,9/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4752,Nevada,9/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4753,Nevada,9/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4754,Nevada,9/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4755,Nevada,9/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4756,Nevada,9/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4757,Nevada,9/11/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4758,Nevada,9/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4759,Nevada,9/13/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4760,Nevada,9/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4761,Nevada,9/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4762,Nevada,9/16/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4763,Nevada,9/17/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4764,Nevada,9/18/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4765,Nevada,9/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4766,Nevada,9/20/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4767,Nevada,9/21/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4768,Nevada,9/22/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4769,Nevada,9/23/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4770,Nevada,9/24/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4771,Nevada,9/25/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4772,Nevada,9/26/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4773,Nevada,9/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4774,Nevada,9/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4775,Nevada,9/29/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4776,Nevada,9/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4777,Nevada,10/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4778,Nevada,10/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4779,Nevada,10/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4780,Nevada,10/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4781,Nevada,10/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4782,Nevada,10/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4783,Nevada,10/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4784,Nevada,10/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4785,Nevada,10/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4786,Nevada,10/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4787,Nevada,10/11/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4788,Nevada,10/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4789,Nevada,10/13/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4790,Nevada,10/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4791,Nevada,10/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4792,Nevada,10/16/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4793,Nevada,10/17/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4794,Nevada,10/18/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4795,Nevada,10/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4796,Nevada,10/20/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4797,Nevada,10/21/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4798,Nevada,10/22/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4799,Nevada,10/23/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4800,Nevada,10/24/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4801,Nevada,10/25/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4802,Nevada,10/26/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4803,Nevada,10/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4804,Nevada,10/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4805,Nevada,10/29/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4806,Nevada,10/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4807,Nevada,10/31/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4808,Nevada,11/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4809,Nevada,11/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4810,Nevada,11/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4811,Nevada,11/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4812,Nevada,11/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4813,Nevada,11/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4814,Nevada,11/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4815,Nevada,11/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4816,Nevada,11/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4817,Nevada,11/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4818,Nevada,11/11/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4819,Nevada,11/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4820,Nevada,11/13/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4821,Nevada,11/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4822,Nevada,11/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4823,Nevada,11/16/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4824,Nevada,11/17/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4825,Nevada,11/18/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4826,Nevada,11/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4827,Nevada,11/20/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4828,Nevada,11/21/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4829,Nevada,11/22/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4830,Nevada,11/23/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4831,Nevada,11/24/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4832,Nevada,11/25/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4833,Nevada,11/26/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4834,Nevada,11/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4835,Nevada,11/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4836,Nevada,11/29/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4837,Nevada,11/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4838,Nevada,12/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4839,Nevada,12/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4840,Nevada,12/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4841,Nevada,12/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4842,Nevada,12/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4843,Nevada,12/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4844,Nevada,12/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4845,Nevada,12/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4846,Nevada,12/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4847,Nevada,12/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97466.00,
4848,Nevada,12/12/2020,0,1,0,1,0,0,0,0,0,1,0,0,0,1,97466.00,
4849,Nevada,12/13/2020,0,1,0,1,0,0,0,0,0,1,0,0,0,1,97466.00,
4850,Nevada,12/14/2020,0,1,0,1,0,0,0,0,0,1,0,0,0,1,97466.00,
4851,Nevada,12/15/2020,0,1,0,1,0,0,0,0,0,1,0,0,0,1,97466.00,
4852,Nevada,7/4/2021,0,102218,0,54288,0,45324,0,2606,0,6236,0,49118,0,55354,97466.00,
4853,Orange,7/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3153764.00,
4854,Orange,7/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3153764.00,
4855,Orange,7/29/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3153764.00,
4856,Orange,7/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3153764.00,
4857,Orange,7/31/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3153764.00,
4858,Orange,8/3/2020,0,2,0,2,0,0,0,0,0,2,0,0,0,2,3153764.00,
4859,Orange,8/6/2020,0,6,0,5,0,1,0,0,0,6,0,0,0,6,3153764.00,
4860,Orange,8/9/2020,0,8,0,7,0,1,0,0,0,8,0,0,0,8,3153764.00,
4861,Orange,8/11/2020,0,9,0,8,0,1,0,0,0,9,0,0,0,9,3153764.00,
4862,Orange,8/12/2020,0,9,0,8,0,1,0,0,0,9,0,0,0,9,3153764.00,
4863,Orange,8/15/2020,0,14,0,11,0,3,0,0,0,14,0,0,0,14,3153764.00,
4864,Orange,8/16/2020,0,14,0,11,0,3,0,0,0,14,0,0,0,14,3153764.00,
4865,Orange,8/18/2020,0,15,0,11,0,4,0,0,0,15,0,0,0,15,3153764.00,
4866,Orange,8/19/2020,0,15,0,11,0,4,0,0,0,15,0,0,0,15,3153764.00,
4867,Orange,8/21/2020,0,17,0,13,0,4,0,0,0,17,0,0,0,17,3153764.00,
4868,Orange,8/29/2020,0,36,0,28,0,8,0,0,0,26,0,5,0,31,3153764.00,
4869,Orange,8/30/2020,0,36,0,28,0,8,0,0,0,26,0,5,0,31,3153764.00,
4870,Orange,9/5/2020,0,60,0,49,0,11,0,0,0,40,0,10,0,50,3153764.00,
4871,Orange,9/7/2020,0,60,0,49,0,11,0,0,0,40,0,10,0,50,3153764.00,
4872,Orange,9/9/2020,0,62,0,50,0,12,0,0,0,40,0,11,0,51,3153764.00,
4873,Orange,9/12/2020,0,66,0,53,0,13,0,0,0,38,0,14,0,52,3153764.00,
4874,Orange,9/15/2020,0,70,0,56,0,14,0,0,0,38,0,16,0,54,3153764.00,
4875,Orange,9/16/2020,0,70,0,56,0,14,0,0,0,38,0,16,0,54,3153764.00,
4876,Orange,9/20/2020,0,83,0,68,0,15,0,0,0,43,0,20,0,63,3153764.00,
4877,Orange,9/26/2020,0,107,0,88,0,19,0,0,0,33,0,37,0,70,3153764.00,
4878,Orange,9/27/2020,0,107,0,88,0,19,0,0,0,33,0,37,0,70,3153764.00,
4879,Orange,9/28/2020,0,107,0,88,0,19,0,0,0,33,0,37,0,70,3153764.00,
4880,Orange,9/29/2020,0,107,0,88,0,19,0,0,0,33,0,37,0,70,3153764.00,
4881,Orange,10/3/2020,0,113,0,90,0,23,0,0,0,33,0,40,0,73,3153764.00,
4882,Orange,10/4/2020,0,113,0,90,0,23,0,0,0,33,0,40,0,73,3153764.00,
4883,Orange,10/5/2020,0,113,0,90,0,23,0,0,0,33,0,40,0,73,3153764.00,
4884,Orange,10/10/2020,0,120,0,95,0,24,0,1,0,27,0,47,0,74,3153764.00,
4885,Orange,10/13/2020,0,122,0,96,0,24,0,2,0,26,0,49,0,75,3153764.00,
4886,Orange,10/14/2020,0,122,0,96,0,24,0,2,0,26,0,49,0,75,3153764.00,
4887,Orange,10/18/2020,0,128,0,100,0,25,0,3,0,27,0,52,0,79,3153764.00,
4888,Orange,10/22/2020,0,132,0,103,0,26,0,3,0,31,0,52,0,83,3153764.00,
4889,Orange,10/25/2020,0,137,0,108,0,26,0,3,0,36,0,52,0,88,3153764.00,
4890,Orange,10/31/2020,0,143,0,110,0,28,0,5,0,38,0,55,0,93,3153764.00,
4891,Orange,11/5/2020,0,157,0,116,0,32,0,9,0,48,0,59,0,107,3153764.00,
4892,Orange,11/6/2020,0,157,0,116,0,32,0,9,0,48,0,59,0,107,3153764.00,
4893,Orange,11/7/2020,0,157,0,116,0,32,0,9,0,48,0,59,0,107,3153764.00,
4894,Orange,11/9/2020,0,158,0,116,0,32,0,10,0,48,0,60,0,108,3153764.00,
4895,Orange,11/16/2020,0,174,0,124,0,32,0,18,0,42,0,75,0,117,3153764.00,
4896,Orange,11/19/2020,0,179,0,125,0,33,0,21,0,44,0,78,0,122,3153764.00,
4897,Orange,11/26/2020,0,196,0,132,0,34,0,30,0,50,0,88,0,138,3153764.00,
4898,Outside California,7/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4899,Outside California,7/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4900,Outside California,7/29/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4901,Outside California,7/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4902,Outside California,7/31/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4903,Outside California,8/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4904,Outside California,8/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4905,Outside California,8/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4906,Outside California,8/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4907,Outside California,8/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4908,Outside California,8/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4909,Outside California,8/8/2020,0,1,0,1,0,0,0,0,0,1,0,0,0,1,,
4910,Outside California,8/9/2020,0,1,0,1,0,0,0,0,0,1,0,0,0,1,,
4911,Outside California,8/10/2020,0,1,0,1,0,0,0,0,0,1,0,0,0,1,,
4912,Outside California,8/11/2020,0,1,0,1,0,0,0,0,0,1,0,0,0,1,,
4913,Outside California,8/12/2020,0,1,0,1,0,0,0,0,0,1,0,0,0,1,,
4914,Outside California,8/13/2020,0,1,0,1,0,0,0,0,0,1,0,0,0,1,,
4915,Outside California,8/14/2020,0,1,0,1,0,0,0,0,0,1,0,0,0,1,,
4916,Outside California,8/15/2020,0,1,0,1,0,0,0,0,0,1,0,0,0,1,,
4917,Outside California,8/16/2020,0,1,0,1,0,0,0,0,0,1,0,0,0,1,,
4918,Outside California,8/17/2020,0,1,0,1,0,0,0,0,0,1,0,0,0,1,,
4919,Outside California,8/18/2020,0,1,0,1,0,0,0,0,0,1,0,0,0,1,,
4920,Outside California,8/19/2020,0,1,0,1,0,0,0,0,0,1,0,0,0,1,,
4921,Outside California,8/20/2020,0,1,0,1,0,0,0,0,0,1,0,0,0,1,,
4922,Outside California,8/21/2020,0,1,0,1,0,0,0,0,0,1,0,0,0,1,,
4923,Outside California,8/22/2020,0,1,0,1,0,0,0,0,0,1,0,0,0,1,,
4924,Outside California,8/23/2020,0,1,0,1,0,0,0,0,0,1,0,0,0,1,,
4925,Outside California,8/24/2020,0,1,0,1,0,0,0,0,0,1,0,0,0,1,,
4926,Outside California,8/26/2020,0,2,0,1,0,1,0,0,0,2,0,0,0,2,,
4927,Outside California,8/28/2020,0,3,0,2,0,1,0,0,0,1,0,1,0,2,,
4928,Outside California,8/29/2020,0,3,0,2,0,1,0,0,0,1,0,1,0,2,,
4929,Outside California,8/30/2020,0,3,0,2,0,1,0,0,0,1,0,1,0,2,,
4930,Outside California,9/1/2020,0,5,0,4,0,1,0,0,0,3,0,1,0,4,,
4931,Outside California,9/2/2020,0,5,0,4,0,1,0,0,0,3,0,1,0,4,,
