,county,administered_date,total_doses,cumulative_total_doses,pfizer_doses,cumulative_pfizer_doses,moderna_doses,cumulative_moderna_doses,jj_doses,cumulative_jj_doses,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,est_population,california_flag
0,Alameda,7/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656591.00,
1,Alameda,7/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656591.00,
2,Alameda,7/29/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656591.00,
3,Alameda,7/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656591.00,
4,Alameda,7/31/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656591.00,
5,Alameda,8/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656591.00,
6,Alameda,8/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656591.00,
7,Alameda,8/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656591.00,
8,Alameda,8/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656591.00,
9,Alameda,8/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656591.00,
10,Alameda,8/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656591.00,
11,Alameda,8/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656591.00,
12,Alameda,8/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656591.00,
13,Alameda,8/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656591.00,
14,Alameda,8/11/2020,0,4,0,4,0,0,0,0,0,4,0,0,0,4,1656591.00,
15,Alameda,8/16/2020,0,9,0,8,0,1,0,0,0,9,0,0,0,9,1656591.00,
16,Alameda,8/22/2020,0,18,0,17,0,1,0,0,0,18,0,0,0,18,1656591.00,
17,Alameda,8/23/2020,0,18,0,17,0,1,0,0,0,18,0,0,0,18,1656591.00,
18,Alameda,8/24/2020,0,18,0,17,0,1,0,0,0,18,0,0,0,18,1656591.00,
19,Alameda,8/29/2020,0,26,0,24,0,2,0,0,0,26,0,0,0,26,1656591.00,
20,Alameda,8/30/2020,0,26,0,24,0,2,0,0,0,26,0,0,0,26,1656591.00,
21,Alameda,9/5/2020,0,40,0,37,0,3,0,0,0,22,0,9,0,31,1656591.00,
22,Alameda,9/7/2020,0,40,0,37,0,3,0,0,0,22,0,9,0,31,1656591.00,
23,Alameda,9/12/2020,0,55,0,52,0,3,0,0,0,19,0,18,0,37,1656591.00,
24,Alameda,9/13/2020,0,55,0,52,0,3,0,0,0,19,0,18,0,37,1656591.00,
25,Alameda,9/14/2020,0,55,0,52,0,3,0,0,0,19,0,18,0,37,1656591.00,
26,Alameda,9/19/2020,0,64,0,61,0,3,0,0,0,16,0,24,0,40,1656591.00,
27,Alameda,9/20/2020,0,64,0,61,0,3,0,0,0,16,0,24,0,40,1656591.00,
28,Alameda,9/22/2020,0,66,0,62,0,4,0,0,0,14,0,26,0,40,1656591.00,
29,Alameda,9/26/2020,0,70,0,66,0,4,0,0,0,10,0,30,0,40,1656591.00,
30,Alameda,9/27/2020,0,70,0,66,0,4,0,0,0,10,0,30,0,40,1656591.00,
31,Alameda,9/29/2020,0,71,0,67,0,4,0,0,0,9,0,31,0,40,1656591.00,
32,Alameda,10/2/2020,0,76,0,72,0,4,0,0,0,4,0,36,0,40,1656591.00,
33,Alameda,10/3/2020,0,76,0,72,0,4,0,0,0,4,0,36,0,40,1656591.00,
34,Alameda,10/4/2020,0,76,0,72,0,4,0,0,0,4,0,36,0,40,1656591.00,
35,Alameda,10/6/2020,0,78,0,74,0,4,0,0,0,2,0,38,0,40,1656591.00,
36,Alameda,10/7/2020,0,78,0,74,0,4,0,0,0,2,0,38,0,40,1656591.00,
37,Alameda,10/8/2020,0,78,0,74,0,4,0,0,0,2,0,38,0,40,1656591.00,
38,Alameda,10/9/2020,0,78,0,74,0,4,0,0,0,2,0,38,0,40,1656591.00,
39,Alameda,10/10/2020,0,78,0,74,0,4,0,0,0,2,0,38,0,40,1656591.00,
40,Alameda,10/11/2020,0,78,0,74,0,4,0,0,0,2,0,38,0,40,1656591.00,
41,Alameda,10/12/2020,0,78,0,74,0,4,0,0,0,2,0,38,0,40,1656591.00,
42,Alameda,10/13/2020,0,78,0,74,0,4,0,0,0,2,0,38,0,40,1656591.00,
43,Alameda,10/14/2020,0,78,0,74,0,4,0,0,0,2,0,38,0,40,1656591.00,
44,Alameda,10/15/2020,0,78,0,74,0,4,0,0,0,2,0,38,0,40,1656591.00,
45,Alameda,10/16/2020,0,78,0,74,0,4,0,0,0,2,0,38,0,40,1656591.00,
46,Alameda,10/17/2020,0,78,0,74,0,4,0,0,0,2,0,38,0,40,1656591.00,
47,Alameda,10/18/2020,0,78,0,74,0,4,0,0,0,2,0,38,0,40,1656591.00,
48,Alameda,10/19/2020,0,78,0,74,0,4,0,0,0,2,0,38,0,40,1656591.00,
49,Alameda,10/21/2020,0,79,0,74,0,5,0,0,0,3,0,38,0,41,1656591.00,
50,Alameda,10/22/2020,0,79,0,74,0,5,0,0,0,3,0,38,0,41,1656591.00,
51,Alameda,10/23/2020,0,79,0,74,0,5,0,0,0,3,0,38,0,41,1656591.00,
52,Alameda,10/24/2020,0,79,0,74,0,5,0,0,0,3,0,38,0,41,1656591.00,
53,Alameda,10/25/2020,0,79,0,74,0,5,0,0,0,3,0,38,0,41,1656591.00,
54,Alameda,10/26/2020,0,79,0,74,0,5,0,0,0,3,0,38,0,41,1656591.00,
55,Alameda,10/27/2020,0,79,0,74,0,5,0,0,0,3,0,38,0,41,1656591.00,
56,Alameda,10/28/2020,0,79,0,74,0,5,0,0,0,3,0,38,0,41,1656591.00,
57,Alameda,10/29/2020,0,79,0,74,0,5,0,0,0,3,0,38,0,41,1656591.00,
58,Alameda,10/30/2020,0,79,0,74,0,5,0,0,0,3,0,38,0,41,1656591.00,
59,Alameda,10/31/2020,0,79,0,74,0,5,0,0,0,3,0,38,0,41,1656591.00,
60,Alameda,11/3/2020,0,81,0,75,0,5,0,1,0,4,0,39,0,43,1656591.00,
61,Alameda,11/4/2020,0,81,0,75,0,5,0,1,0,4,0,39,0,43,1656591.00,
62,Alameda,11/5/2020,0,81,0,75,0,5,0,1,0,4,0,39,0,43,1656591.00,
63,Alameda,11/6/2020,0,81,0,75,0,5,0,1,0,4,0,39,0,43,1656591.00,
64,Alameda,11/7/2020,0,81,0,75,0,5,0,1,0,4,0,39,0,43,1656591.00,
65,Alameda,11/8/2020,0,81,0,75,0,5,0,1,0,4,0,39,0,43,1656591.00,
66,Alameda,11/9/2020,0,81,0,75,0,5,0,1,0,4,0,39,0,43,1656591.00,
67,Alameda,11/10/2020,0,81,0,75,0,5,0,1,0,4,0,39,0,43,1656591.00,
68,Alameda,11/11/2020,0,81,0,75,0,5,0,1,0,4,0,39,0,43,1656591.00,
69,Alameda,11/12/2020,0,81,0,75,0,5,0,1,0,4,0,39,0,43,1656591.00,
70,Alameda,11/13/2020,0,81,0,75,0,5,0,1,0,4,0,39,0,43,1656591.00,
71,Alameda,11/14/2020,0,81,0,75,0,5,0,1,0,4,0,39,0,43,1656591.00,
72,Alameda,11/15/2020,0,81,0,75,0,5,0,1,0,4,0,39,0,43,1656591.00,
73,Alameda,11/18/2020,0,83,0,75,0,6,0,2,0,3,0,41,0,44,1656591.00,
74,Alameda,11/20/2020,0,84,0,76,0,6,0,2,0,4,0,41,0,45,1656591.00,
75,Alameda,11/26/2020,0,90,0,80,0,7,0,3,0,9,0,42,0,51,1656591.00,
76,Alameda,11/27/2020,0,90,0,80,0,7,0,3,0,9,0,42,0,51,1656591.00,
77,Alameda,11/28/2020,0,90,0,80,0,7,0,3,0,9,0,42,0,51,1656591.00,
78,Alameda,11/29/2020,0,90,0,80,0,7,0,3,0,9,0,42,0,51,1656591.00,
79,Alameda,12/6/2020,0,104,0,87,0,10,0,7,0,19,0,45,0,64,1656591.00,
80,All CA Counties,7/27/2020,3,3,2,2,1,1,0,0,3,3,0,0,3,3,39466855.00,
81,All CA Counties,7/28/2020,5,8,2,4,3,4,0,0,4,7,1,1,5,8,39466855.00,
82,All CA Counties,7/29/2020,6,14,0,4,6,10,0,0,6,13,0,1,6,14,39466855.00,
83,All CA Counties,7/30/2020,9,23,5,9,4,14,0,0,8,21,1,2,9,23,39466855.00,
84,All CA Counties,7/31/2020,4,27,4,13,0,14,0,0,4,25,0,2,4,27,39466855.00,
85,All CA Counties,8/1/2020,9,36,3,16,6,20,0,0,8,33,1,3,9,36,39466855.00,
86,All CA Counties,8/2/2020,2,38,1,17,1,21,0,0,2,35,0,3,2,38,39466855.00,
87,All CA Counties,8/3/2020,11,49,0,17,11,32,0,0,10,45,1,4,11,49,39466855.00,
88,All CA Counties,8/4/2020,12,61,5,22,7,39,0,0,12,57,0,4,12,61,39466855.00,
89,All CA Counties,8/5/2020,16,77,4,26,12,51,0,0,16,73,0,4,16,77,39466855.00,
90,All CA Counties,8/6/2020,14,91,4,30,10,61,0,0,14,87,0,4,14,91,39466855.00,
91,All CA Counties,8/7/2020,5,96,2,32,3,64,0,0,5,92,0,4,5,96,39466855.00,
92,All CA Counties,8/8/2020,4,100,3,35,1,65,0,0,4,96,0,4,4,100,39466855.00,
93,All CA Counties,8/9/2020,3,103,1,36,2,67,0,0,3,99,0,4,3,103,39466855.00,
94,All CA Counties,8/10/2020,24,127,13,49,11,78,0,0,24,123,0,4,24,127,39466855.00,
95,All CA Counties,8/11/2020,22,149,8,57,14,92,0,0,22,145,0,4,22,149,39466855.00,
96,All CA Counties,8/12/2020,27,176,17,74,10,102,0,0,27,172,0,4,27,176,39466855.00,
97,All CA Counties,8/13/2020,30,206,16,90,14,116,0,0,30,202,0,4,30,206,39466855.00,
98,All CA Counties,8/14/2020,24,230,8,98,16,132,0,0,24,226,0,4,24,230,39466855.00,
99,All CA Counties,8/15/2020,2,232,1,99,1,133,0,0,2,228,0,4,2,232,39466855.00,
100,All CA Counties,8/16/2020,3,235,3,102,0,133,0,0,3,231,0,4,3,235,39466855.00,
101,All CA Counties,8/17/2020,32,267,17,119,15,148,0,0,32,263,0,4,32,267,39466855.00,
102,All CA Counties,8/18/2020,21,288,12,131,9,157,0,0,21,284,0,4,21,288,39466855.00,
103,All CA Counties,8/19/2020,27,315,17,148,10,167,0,0,25,307,2,6,25,313,39466855.00,
104,All CA Counties,8/20/2020,34,349,23,171,11,178,0,0,33,340,1,7,34,347,39466855.00,
105,All CA Counties,8/21/2020,42,391,24,195,18,196,0,0,39,378,1,8,39,386,39466855.00,
106,All CA Counties,8/22/2020,14,405,9,204,5,201,0,0,14,392,0,8,14,400,39466855.00,
107,All CA Counties,8/23/2020,4,409,2,206,2,203,0,0,2,392,2,10,2,402,39466855.00,
108,All CA Counties,8/24/2020,35,444,19,225,16,219,0,0,32,421,3,13,32,434,39466855.00,
109,All CA Counties,8/25/2020,41,485,32,257,9,228,0,0,39,458,2,15,39,473,39466855.00,
110,All CA Counties,8/26/2020,53,538,34,291,19,247,0,0,45,495,8,23,45,518,39466855.00,
111,All CA Counties,8/27/2020,49,587,37,328,12,259,0,0,42,531,7,30,43,561,39466855.00,
112,All CA Counties,8/28/2020,54,641,33,361,21,280,0,0,46,569,8,38,46,607,39466855.00,
113,All CA Counties,8/29/2020,11,652,4,365,7,287,0,0,10,578,1,39,10,617,39466855.00,
114,All CA Counties,8/30/2020,4,656,4,369,0,287,0,0,4,582,0,39,4,621,39466855.00,
115,All CA Counties,8/31/2020,71,727,48,417,23,310,0,0,52,615,19,58,52,673,39466855.00,
116,All CA Counties,9/1/2020,88,815,61,478,27,337,0,0,62,651,26,84,62,735,39466855.00,
117,All CA Counties,9/2/2020,58,873,48,526,10,347,0,0,40,674,17,101,40,775,39466855.00,
118,All CA Counties,9/3/2020,61,934,41,567,20,367,0,0,52,717,9,110,52,827,39466855.00,
119,All CA Counties,9/4/2020,65,999,52,619,13,380,0,0,44,740,21,131,44,871,39466855.00,
120,All CA Counties,9/5/2020,11,1010,1,620,10,390,0,0,11,751,0,131,11,882,39466855.00,
121,All CA Counties,9/7/2020,1,1011,0,620,1,391,0,0,0,750,1,132,0,882,39466855.00,
122,All CA Counties,9/8/2020,79,1090,43,663,36,427,0,0,39,750,39,171,39,921,39466855.00,
123,All CA Counties,9/9/2020,83,1173,61,724,22,449,0,0,35,737,48,219,35,956,39466855.00,
124,All CA Counties,9/10/2020,58,1231,36,760,22,471,0,0,31,741,27,246,31,987,39466855.00,
125,All CA Counties,9/11/2020,68,1299,50,810,18,489,0,0,38,750,30,276,39,1026,39466855.00,
126,All CA Counties,9/12/2020,21,1320,10,820,11,500,0,0,12,753,9,285,12,1038,39466855.00,
127,All CA Counties,9/13/2020,5,1325,5,825,0,500,0,0,2,752,3,288,2,1040,39466855.00,
128,All CA Counties,9/14/2020,64,1389,40,865,24,524,0,0,13,715,50,338,13,1053,39466855.00,
129,All CA Counties,9/15/2020,64,1453,45,910,19,543,0,0,22,695,42,380,22,1075,39466855.00,
130,All CA Counties,9/16/2020,55,1508,41,951,14,557,0,0,20,680,35,415,20,1095,39466855.00,
131,All CA Counties,9/17/2020,56,1564,29,980,27,584,0,0,23,671,32,447,23,1118,39466855.00,
132,All CA Counties,9/18/2020,61,1625,42,1022,19,603,0,0,23,656,38,485,23,1141,39466855.00,
133,All CA Counties,9/19/2020,13,1638,10,1032,3,606,0,0,9,661,4,489,9,1150,39466855.00,
134,All CA Counties,9/20/2020,7,1645,2,1034,5,611,0,0,2,659,4,493,2,1152,39466855.00,
135,All CA Counties,9/21/2020,68,1713,50,1084,18,629,0,0,20,631,48,541,20,1172,39466855.00,
136,All CA Counties,9/22/2020,64,1777,48,1132,16,645,0,0,18,604,46,587,19,1191,39466855.00,
137,All CA Counties,9/23/2020,78,1855,63,1195,15,660,0,0,21,568,57,644,21,1212,39466855.00,
138,All CA Counties,9/24/2020,50,1905,43,1238,7,667,0,0,11,541,38,682,11,1223,39466855.00,
139,All CA Counties,9/25/2020,56,1961,35,1273,21,688,0,0,14,514,41,723,14,1237,39466855.00,
140,All CA Counties,9/26/2020,7,1968,3,1276,4,692,0,0,0,508,6,729,0,1237,39466855.00,
141,All CA Counties,9/27/2020,1,1969,1,1277,0,692,0,0,1,509,0,729,1,1238,39466855.00,
142,All CA Counties,9/28/2020,42,2011,18,1295,24,716,0,0,5,479,36,765,6,1244,39466855.00,
143,All CA Counties,9/29/2020,41,2052,29,1324,11,727,1,1,4,448,36,801,5,1249,39466855.00,
144,All CA Counties,9/30/2020,43,2095,28,1352,14,741,1,2,4,415,38,839,5,1254,39466855.00,
145,All CA Counties,10/1/2020,40,2135,20,1372,17,758,3,5,16,410,24,863,19,1273,39466855.00,
146,All CA Counties,10/2/2020,24,2159,20,1392,4,762,0,5,4,394,20,883,4,1277,39466855.00,
147,All CA Counties,10/3/2020,8,2167,1,1393,6,768,1,6,1,389,7,890,2,1279,39466855.00,
148,All CA Counties,10/4/2020,1,2168,0,1393,1,769,0,6,1,390,0,890,1,1280,39466855.00,
149,All CA Counties,10/5/2020,20,2188,15,1408,5,774,0,6,3,377,16,906,3,1283,39466855.00,
150,All CA Counties,10/6/2020,25,2213,18,1426,5,779,2,8,1,356,24,930,3,1286,39466855.00,
151,All CA Counties,10/7/2020,31,2244,17,1443,13,792,1,9,5,337,25,955,6,1292,39466855.00,
152,All CA Counties,10/8/2020,25,2269,17,1460,7,799,1,10,6,325,19,974,7,1299,39466855.00,
153,All CA Counties,10/9/2020,34,2303,17,1477,17,816,0,10,7,306,26,1000,7,1306,39466855.00,
154,All CA Counties,10/10/2020,17,2320,6,1483,6,822,5,15,4,302,13,1013,9,1315,39466855.00,
155,All CA Counties,10/11/2020,2,2322,1,1484,0,822,1,16,0,301,2,1015,1,1316,39466855.00,
156,All CA Counties,10/12/2020,24,2346,15,1499,9,831,0,16,2,282,22,1037,3,1319,39466855.00,
157,All CA Counties,10/13/2020,18,2364,12,1511,6,837,0,16,1,266,17,1054,1,1320,39466855.00,
158,All CA Counties,10/14/2020,22,2386,12,1523,10,847,0,16,2,248,20,1074,2,1322,39466855.00,
159,All CA Counties,10/15/2020,19,2405,12,1535,7,854,0,16,5,240,13,1087,5,1327,39466855.00,
160,All CA Counties,10/16/2020,20,2425,13,1548,6,860,1,17,7,235,13,1100,8,1335,39466855.00,
161,All CA Counties,10/17/2020,7,2432,3,1551,4,864,0,17,3,234,4,1104,3,1338,39466855.00,
162,All CA Counties,10/18/2020,2,2434,2,1553,0,864,0,17,2,236,0,1104,2,1340,39466855.00,
163,All CA Counties,10/19/2020,27,2461,20,1573,6,870,1,18,19,248,8,1112,20,1360,39466855.00,
164,All CA Counties,10/20/2020,11,2472,3,1576,8,878,0,18,9,255,2,1114,9,1369,39466855.00,
165,All CA Counties,10/21/2020,20,2492,13,1589,7,885,0,18,14,263,6,1120,14,1383,39466855.00,
166,All CA Counties,10/22/2020,10,2502,7,1596,3,888,0,18,8,269,2,1122,8,1391,39466855.00,
167,All CA Counties,10/23/2020,23,2525,13,1609,10,898,0,18,17,280,6,1128,17,1408,39466855.00,
168,All CA Counties,10/24/2020,4,2529,4,1613,0,898,0,18,4,284,0,1128,4,1412,39466855.00,
169,All CA Counties,10/25/2020,1,2530,1,1614,0,898,0,18,1,285,0,1128,1,1413,39466855.00,
170,All CA Counties,10/26/2020,12,2542,8,1622,3,901,1,19,8,290,4,1132,9,1422,39466855.00,
171,All CA Counties,10/27/2020,11,2553,7,1629,3,904,1,20,5,290,6,1138,6,1428,39466855.00,
172,All CA Counties,10/28/2020,5,2558,0,1629,5,909,0,20,3,291,2,1140,3,1431,39466855.00,
173,All CA Counties,10/29/2020,10,2568,5,1634,4,913,1,21,6,294,4,1144,7,1438,39466855.00,
174,All CA Counties,10/30/2020,12,2580,7,1641,4,917,1,22,4,291,8,1152,5,1443,39466855.00,
175,All CA Counties,10/31/2020,6,2586,1,1642,0,917,5,27,1,292,5,1157,6,1449,39466855.00,
176,All CA Counties,11/1/2020,29,2615,18,1660,5,922,6,33,19,307,10,1167,25,1474,39466855.00,
177,All CA Counties,11/2/2020,18,2633,7,1667,7,929,4,37,9,311,9,1176,13,1487,39466855.00,
178,All CA Counties,11/3/2020,7,2640,1,1668,3,932,3,40,3,313,4,1180,6,1493,39466855.00,
179,All CA Counties,11/4/2020,20,2660,6,1674,3,935,11,51,3,310,17,1197,14,1507,39466855.00,
180,All CA Counties,11/5/2020,13,2673,6,1680,3,938,4,55,5,311,8,1205,9,1516,39466855.00,
181,All CA Counties,11/6/2020,4,2677,1,1681,0,938,3,58,1,312,3,1208,4,1520,39466855.00,
182,All CA Counties,11/7/2020,3,2680,2,1683,0,938,1,59,1,312,2,1210,2,1522,39466855.00,
183,All CA Counties,11/8/2020,1,2681,0,1683,0,938,1,60,0,312,1,1211,1,1523,39466855.00,
184,All CA Counties,11/9/2020,6,2687,3,1686,1,939,2,62,0,308,6,1217,2,1525,39466855.00,
185,All CA Counties,11/10/2020,13,2700,5,1691,2,941,6,68,1,304,12,1229,8,1533,39466855.00,
186,All CA Counties,11/11/2020,25,2725,18,1709,1,942,6,74,5,295,20,1249,11,1544,39466855.00,
187,All CA Counties,11/12/2020,14,2739,6,1715,3,945,5,79,2,290,12,1261,7,1551,39466855.00,
188,All CA Counties,11/13/2020,30,2769,17,1732,0,945,13,92,3,279,27,1288,16,1567,39466855.00,
189,All CA Counties,11/14/2020,13,2782,3,1735,0,945,10,102,3,282,10,1298,13,1580,39466855.00,
190,All CA Counties,11/15/2020,13,2795,1,1736,2,947,10,112,3,285,10,1308,13,1593,39466855.00,
191,All CA Counties,11/16/2020,23,2818,8,1744,3,950,12,124,6,286,17,1325,18,1611,39466855.00,
192,All CA Counties,11/17/2020,17,2835,10,1754,4,954,3,127,4,282,13,1338,9,1620,39466855.00,
193,All CA Counties,11/18/2020,25,2860,9,1763,5,959,11,138,11,290,14,1352,22,1642,39466855.00,
194,All CA Counties,11/19/2020,20,2880,3,1766,2,961,15,153,2,290,17,1369,17,1659,39466855.00,
195,All CA Counties,11/20/2020,37,2917,9,1775,5,966,23,176,9,294,28,1397,32,1691,39466855.00,
196,All CA Counties,11/21/2020,10,2927,5,1780,1,967,4,180,5,298,5,1402,9,1700,39466855.00,
197,All CA Counties,11/22/2020,20,2947,10,1790,1,968,9,189,9,305,11,1413,18,1718,39466855.00,
198,All CA Counties,11/23/2020,26,2973,13,1803,3,971,10,199,12,314,13,1426,22,1740,39466855.00,
199,All CA Counties,11/24/2020,26,2999,8,1811,4,975,14,213,10,322,16,1442,24,1764,39466855.00,
200,All CA Counties,11/25/2020,16,3015,5,1816,4,979,7,220,5,324,11,1453,13,1777,39466855.00,
201,All CA Counties,11/26/2020,3,3018,2,1818,0,979,1,221,2,326,1,1454,3,1780,39466855.00,
202,All CA Counties,11/27/2020,16,3034,6,1824,2,981,8,229,7,332,9,1463,15,1795,39466855.00,
203,All CA Counties,11/28/2020,9,3043,4,1828,3,984,2,231,6,337,3,1466,8,1803,39466855.00,
204,All CA Counties,11/29/2020,3,3046,0,1828,3,987,0,231,2,338,1,1467,2,1805,39466855.00,
205,All CA Counties,11/30/2020,23,3069,9,1837,6,993,8,239,14,351,8,1475,21,1826,39466855.00,
206,All CA Counties,12/1/2020,349,3418,237,2074,82,1075,30,269,302,641,47,1522,337,2163,39466855.00,
207,All CA Counties,12/2/2020,97,3515,74,2148,9,1084,14,283,78,716,18,1540,93,2256,39466855.00,
208,All CA Counties,12/3/2020,91,3606,37,2185,40,1124,14,297,74,788,17,1557,89,2345,39466855.00,
209,All CA Counties,12/4/2020,58,3664,15,2200,20,1144,23,320,33,819,25,1582,56,2401,39466855.00,
210,All CA Counties,12/5/2020,40,3704,19,2219,4,1148,17,337,22,840,17,1599,38,2439,39466855.00,
211,All CA Counties,12/6/2020,30,3734,23,2242,5,1153,2,339,28,868,2,1601,30,2469,39466855.00,
212,All CA Counties,12/7/2020,72,3806,40,2282,16,1169,16,355,52,919,19,1620,70,2539,39466855.00,
213,All CA Counties,12/8/2020,90,3896,43,2325,16,1185,31,386,57,974,33,1653,88,2627,39466855.00,
214,All CA Counties,12/9/2020,39,3935,24,2349,6,1191,9,395,27,998,12,1665,36,2663,39466855.00,
215,All CA Counties,12/10/2020,68,4003,30,2379,9,1200,29,424,39,1037,29,1694,68,2731,39466855.00,
216,All CA Counties,12/11/2020,68,4071,25,2404,11,1211,32,456,34,1069,34,1728,66,2797,39466855.00,
217,All CA Counties,12/12/2020,69,4140,48,2452,17,1228,4,460,64,1133,5,1733,69,2866,39466855.00,
218,All CA Counties,12/13/2020,40,4180,31,2483,8,1236,1,461,39,1172,1,1734,40,2906,39466855.00,
219,All CA Counties,12/14/2020,97,4277,53,2536,25,1261,19,480,76,1247,20,1754,95,3001,39466855.00,
220,All CA Counties,12/15/2020,1358,5635,1292,3828,38,1299,28,508,1301,2537,40,1794,1330,4331,39466855.00,
221,All CA Counties,12/16/2020,9340,14975,9302,13130,22,1321,16,524,9238,11753,50,1844,9266,13597,39466855.00,
222,All CA Counties,12/17/2020,28044,43019,27982,41112,29,1350,33,557,27878,39596,89,1933,27932,41529,39466855.00,
223,All CA Counties,12/18/2020,47120,90139,47038,88150,81,1431,1,558,46887,86417,110,2043,46931,88460,39466855.00,
224,All CA Counties,12/19/2020,26077,116216,26043,114193,34,1465,0,558,25980,112366,59,2102,26008,114468,39466855.00,
225,All CA Counties,12/20/2020,19518,135734,19442,133635,75,1540,1,559,19448,131784,53,2155,19471,133939,39466855.00,
226,All CA Counties,12/21/2020,51286,187020,51161,184796,125,1665,0,559,50918,182590,205,2360,51011,184950,39466855.00,
227,All CA Counties,12/22/2020,51614,238634,49255,234051,2359,4024,0,559,51292,233789,140,2500,51339,236289,39466855.00,
228,All CA Counties,12/23/2020,52245,290879,42880,276931,9360,13384,5,564,51920,285618,151,2651,51980,288269,39466855.00,
229,All CA Counties,12/24/2020,24704,315583,16655,293586,8046,21430,3,567,24581,310158,68,2719,24608,312877,39466855.00,
230,All CA Counties,12/25/2020,2450,318033,2110,295696,340,21770,0,567,2422,312561,21,2740,2424,315301,39466855.00,
231,All CA Counties,12/26/2020,15090,333123,9661,305357,5428,27198,1,568,15014,327533,57,2797,15029,330330,39466855.00,
232,All CA Counties,12/27/2020,9733,342856,5722,311079,4011,31209,0,568,9667,337161,49,2846,9677,340007,39466855.00,
233,All CA Counties,12/28/2020,47501,390357,30332,341411,17164,48373,5,573,47188,384216,175,3021,47230,387237,39466855.00,
234,All CA Counties,12/29/2020,53597,443954,30044,371455,23552,71925,1,574,53281,437366,187,3208,53337,440574,39466855.00,
235,All CA Counties,12/30/2020,65379,509333,36954,408409,28424,100349,1,575,65049,502282,182,3390,65098,505672,39466855.00,
236,All CA Counties,12/31/2020,30318,539651,11199,419608,19116,119465,3,578,30132,532299,146,3536,30163,535835,39466855.00,
237,All CA Counties,1/1/2021,6308,545959,2931,422539,3298,122763,79,657,6076,538273,190,3726,6164,541999,39466855.00,
238,All CA Counties,1/2/2021,19010,564969,10576,433115,8433,131196,1,658,18832,556970,143,3869,18840,560839,39466855.00,
239,All CA Counties,1/3/2021,6471,571440,3648,436763,2818,134014,5,663,6366,563269,75,3944,6374,567213,39466855.00,
240,All CA Counties,1/4/2021,47514,618954,25267,462030,22238,156252,9,672,44427,604843,2884,6828,44458,611671,39466855.00,
241,All CA Counties,1/5/2021,58152,677106,30769,492799,27376,183628,7,679,51892,650845,5975,12803,51977,663648,39466855.00,
242,All CA Counties,1/6/2021,75601,752707,41833,534632,33765,217393,3,682,58567,692857,16588,29391,58600,722248,39466855.00,
243,All CA Counties,1/7/2021,95106,847813,54319,588951,40781,258174,6,688,61787,721854,32837,62228,61834,784082,39466855.00,
244,All CA Counties,1/8/2021,110350,958163,66479,655430,43864,302038,7,695,66145,744303,43752,105980,66201,850283,39466855.00,
245,All CA Counties,1/9/2021,45513,1003676,26206,681636,19303,321341,4,699,28345,755611,17060,123040,28368,878651,39466855.00,
246,All CA Counties,1/10/2021,24840,1028516,15173,696809,9660,331001,7,706,13306,757475,11456,134496,13320,891971,39466855.00,
247,All CA Counties,1/11/2021,107422,1135938,71557,768366,35859,366860,6,712,61765,774166,45155,179651,61846,953817,39466855.00,
248,All CA Counties,1/12/2021,117077,1253015,69402,837768,47673,414533,2,714,73894,805565,42655,222306,74054,1027871,39466855.00,
249,All CA Counties,1/13/2021,122161,1375176,63516,901284,58643,473176,2,716,86916,857728,34823,257129,86986,1114857,39466855.00,
250,All CA Counties,1/14/2021,127092,1502268,51090,952374,75994,549170,8,724,106433,944262,20085,277214,106619,1221476,39466855.00,
251,All CA Counties,1/15/2021,144972,1647240,53045,1005419,91918,641088,9,733,128858,1057721,15646,292860,129105,1350581,39466855.00,
252,All CA Counties,1/16/2021,82530,1729770,27904,1033323,54620,695708,6,739,74442,1124261,7938,300798,74478,1425059,39466855.00,
253,All CA Counties,1/17/2021,48736,1778506,16969,1050292,31765,727473,2,741,44627,1164927,3996,304794,44662,1469721,39466855.00,
254,All CA Counties,1/18/2021,89651,1868157,46882,1097174,42767,770240,2,743,69348,1214529,19932,324726,69534,1539255,39466855.00,
255,All CA Counties,1/19/2021,145332,2013489,75194,1172368,70135,840375,3,746,112072,1294044,32650,357376,112165,1651420,39466855.00,
256,All CA Counties,1/20/2021,166274,2179763,85742,1258110,80526,920901,6,752,130595,1389671,35106,392482,130733,1782153,39466855.00,
257,All CA Counties,1/21/2021,179253,2359016,80085,1338195,99156,1020057,12,764,158030,1527523,20526,413008,158378,1940531,39466855.00,
